EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,CommuteDistance,NumberOfCompaniesWorked,Attrition
358,44,Male,Divorced,Marketing,Junior,72,2,90790,1,4,3,43,2,0
359,43,Female,Single,Engineering,Mid-Level,57,0,45615,1,1,1,17,8,0
360,26,Male,Married,Sales,Manager,28,7,140668,3,1,2,20,5,1
361,43,Male,Single,Engineering,Senior,68,6,48185,3,4,4,46,4,0
362,47,Male,Single,Engineering,Junior,28,5,130757,3,3,4,29,8,0
363,22,Female,Married,Sales,Mid-Level,34,4,118135,3,2,4,36,7,0
364,31,Male,Married,Engineering,Junior,40,6,114221,3,3,4,28,6,0
365,39,Female,Single,Sales,Manager,7,8,124016,3,3,4,42,3,0
366,33,Male,Single,Sales,Manager,83,7,157236,3,3,3,46,4,0
367,37,Male,Married,Engineering,Junior,21,0,119006,3,3,2,36,3,0
368,26,Female,Single,HR,Junior,48,3,100130,2,2,2,42,8,0
369,23,Male,Divorced,Marketing,Mid-Level,23,1,136082,3,3,2,12,6,0
370,35,Male,Married,Marketing,Mid-Level,41,7,134358,4,3,3,12,2,0
371,34,Female,Single,Sales,Mid-Level,69,5,136154,4,1,3,39,6,0
372,22,Female,Single,HR,Manager,66,9,126223,4,3,4,13,3,0
373,30,Male,Married,Engineering,Mid-Level,60,8,86685,3,2,2,14,1,0
374,41,Male,Single,Sales,Senior,83,4,55448,3,2,3,43,7,0
375,31,Male,Single,Marketing,Junior,70,3,94151,3,2,4,13,4,0
376,44,Female,Married,Marketing,Junior,12,1,44698,4,1,4,48,9,0
377,30,Female,Married,Engineering,Mid-Level,63,1,123739,2,3,3,6,6,0
378,34,Female,Married,Sales,Junior,78,4,128488,3,3,4,35,5,0
379,26,Male,Single,Engineering,Senior,55,9,83966,3,2,1,10,7,1
380,35,Female,Single,Engineering,Senior,69,9,108611,1,2,1,46,7,1
381,43,Female,Single,Sales,Mid-Level,9,8,68808,1,1,4,42,8,1
382,27,Female,Single,Sales,Junior,25,9,115598,3,3,3,34,4,0
383,31,Female,Married,Engineering,Junior,56,6,77239,1,3,3,35,5,0
384,30,Female,Single,Sales,Senior,27,6,123158,4,4,2,9,7,0
385,35,Male,Married,Marketing,Manager,54,2,123417,2,2,2,22,8,0
386,22,Male,Married,Engineering,Junior,50,9,154879,4,4,1,39,2,0
387,22,Male,Married,HR,Mid-Level,30,9,103066,2,1,3,29,7,1
388,32,Female,Married,Sales,Senior,51,0,47416,3,4,3,10,1,0
389,47,Female,Divorced,Sales,Mid-Level,53,1,134931,4,2,4,34,3,0
390,28,Male,Single,Marketing,Manager,32,4,113766,2,2,3,30,7,0
391,23,Male,Single,Engineering,Senior,33,6,47511,4,1,3,9,1,0
392,30,Female,Married,Engineering,Junior,69,8,56643,1,4,1,32,4,1
393,41,Female,Single,Engineering,Junior,47,8,132051,3,3,1,14,4,1
394,35,Male,Single,Engineering,Junior,57,2,123761,2,1,3,19,1,0
395,38,Female,Married,Engineering,Junior,9,4,45462,4,2,2,3,7,0
396,34,Male,Married,Engineering,Mid-Level,6,8,155303,3,2,2,33,2,1
397,35,Male,Divorced,Marketing,Mid-Level,31,5,128817,3,2,2,32,7,0
398,30,Male,Married,Marketing,Mid-Level,39,2,71733,3,4,3,31,9,0
399,43,Male,Single,HR,Senior,5,3,73371,3,2,4,40,7,0
400,37,Female,Single,Engineering,Mid-Level,18,8,117482,3,2,4,31,1,0
401,40,Male,Single,Sales,Mid-Level,18,2,144132,2,2,4,43,7,0
402,30,Male,Married,Engineering,Senior,83,2,53114,3,2,2,49,2,1
403,27,Male,Married,Sales,Senior,23,9,149345,2,4,3,25,4,0
404,48,Female,Single,Sales,Senior,68,8,81523,3,4,4,38,3,0
405,37,Male,Single,Sales,Junior,65,4,132127,3,4,3,13,9,0
406,45,Male,Single,Engineering,Mid-Level,79,6,63874,3,1,2,44,3,1
407,27,Female,Single,Engineering,Junior,46,0,109656,3,2,2,25,2,0
408,23,Male,Married,HR,Junior,46,3,109209,2,1,3,14,6,0
409,32,Male,Single,Engineering,Junior,46,9,57639,1,1,4,24,6,1
410,32,Female,Married,Marketing,Junior,56,9,133775,2,4,3,33,2,0
411,44,Female,Married,Sales,Mid-Level,37,9,72724,3,2,3,13,8,0
412,40,Male,Divorced,Sales,Junior,47,8,121328,2,2,4,30,5,1
413,38,Male,Married,Engineering,Mid-Level,4,5,49397,3,2,3,10,8,0
414,33,Female,Single,Marketing,Mid-Level,55,7,52435,3,4,1,49,7,1
415,33,Male,Single,Engineering,Mid-Level,75,9,115018,4,3,3,47,8,1
416,35,Male,Married,Sales,Senior,65,5,51620,4,1,4,21,4,0
417,43,Female,Single,HR,Junior,79,1,85289,2,4,3,34,6,0
418,32,Male,Married,Engineering,Mid-Level,60,8,101922,4,4,4,45,9,0
419,32,Male,Divorced,Sales,Junior,33,6,100688,4,3,3,4,9,0
420,44,Female,Married,Marketing,Senior,80,5,105391,1,2,4,23,1,0
421,22,Male,Married,Marketing,Junior,22,7,94525,2,2,3,29,6,0
422,47,Female,Divorced,HR,Junior,5,5,155218,4,3,3,25,3,0
423,22,Male,Single,Engineering,Junior,82,6,125600,2,4,4,45,2,0
424,38,Male,Single,Engineering,Mid-Level,62,8,155377,4,4,3,7,6,0
425,28,Female,Married,Sales,Senior,46,3,117988,2,2,2,47,9,0
426,37,Female,Divorced,Sales,Senior,60,6,84161,3,2,4,48,8,0
427,29,Male,Married,Sales,Senior,35,9,109392,3,3,4,25,9,0
428,26,Male,Single,Engineering,Senior,17,2,72755,3,4,3,4,1,0
429,24,Male,Married,Engineering,Mid-Level,51,7,150409,3,1,3,43,6,0
430,39,Male,Married,Sales,Mid-Level,62,4,65827,3,4,3,25,7,0
431,26,Male,Married,Engineering,Senior,35,5,87054,1,4,3,9,3,0
432,22,Male,Single,Engineering,Junior,41,5,43960,4,2,3,29,5,0
433,44,Male,Divorced,Engineering,Junior,8,2,85302,2,3,3,12,3,0
434,42,Male,Single,Sales,Mid-Level,72,4,103911,2,4,1,5,7,0
435,30,Male,Married,Sales,Senior,65,4,53624,1,3,3,34,6,0
436,30,Female,Single,Sales,Manager,76,6,47955,4,4,2,3,4,0
437,42,Male,Married,Sales,Mid-Level,53,4,40333,3,2,1,46,7,0
438,31,Male,Single,Marketing,Senior,70,8,79284,4,2,4,20,7,0
439,22,Male,Married,Sales,Mid-Level,67,1,73049,2,1,4,36,5,0
440,43,Female,Married,Engineering,Junior,43,9,104185,2,2,4,21,4,0
441,39,Male,Married,Engineering,Senior,9,1,158084,2,1,3,45,7,0
442,30,Male,Married,Sales,Junior,27,6,67143,4,3,4,28,8,0
443,48,Female,Single,Marketing,Junior,41,5,107618,3,2,4,23,7,0
444,31,Female,Married,Sales,Mid-Level,57,7,129444,4,4,2,30,5,0
445,22,Male,Married,Engineering,Senior,26,8,142484,3,4,3,30,4,0
446,35,Female,Single,Sales,Senior,45,2,123794,1,1,4,42,7,0
447,31,Female,Married,Marketing,Senior,58,4,150168,3,1,2,29,7,1
448,41,Male,Married,Sales,Senior,7,3,133330,2,3,3,10,9,0
449,42,Male,Single,Sales,Mid-Level,29,6,115395,2,3,3,21,7,0
450,32,Male,Married,HR,Manager,13,3,66530,4,1,3,49,2,0
451,22,Female,Married,Sales,Junior,41,0,66674,2,4,2,13,6,0
452,39,Male,Single,Engineering,Junior,10,9,144304,1,4,3,11,6,0
453,37,Female,Married,Sales,Manager,7,1,130951,1,2,3,4,8,0
454,45,Male,Married,Engineering,Mid-Level,68,2,53968,1,3,4,34,1,0
455,39,Female,Married,HR,Junior,20,1,154778,3,1,3,23,6,0
456,43,Female,Married,Sales,Senior,68,0,157726,4,4,2,44,1,0
457,33,Male,Single,Engineering,Mid-Level,19,0,58095,1,2,4,23,1,0
458,53,Male,Married,Sales,Manager,44,9,41207,4,4,4,48,5,0
459,45,Male,Single,Engineering,Junior,61,2,147718,2,4,3,17,9,0
460,22,Female,Divorced,Engineering,Junior,67,1,155490,2,4,4,33,8,0
461,34,Male,Single,Engineering,Junior,58,1,148417,3,4,4,16,9,0
462,39,Female,Single,Engineering,Mid-Level,70,8,81095,3,2,3,7,1,0
463,38,Male,Single,Engineering,Mid-Level,18,9,43199,2,2,4,12,4,0
464,32,Male,Single,Engineering,Senior,5,9,60060,2,2,3,24,6,1
465,27,Female,Married,Engineering,Senior,18,5,158912,1,1,2,11,3,1
466,40,Female,Single,Sales,Junior,76,7,77271,3,3,3,8,5,0
467,37,Female,Single,Engineering,Junior,61,6,63969,3,1,2,20,5,0
468,41,Male,Single,HR,Manager,30,7,108602,3,4,2,42,7,0
469,33,Female,Single,Engineering,Junior,3,4,143350,4,3,4,25,4,0
470,34,Female,Married,Sales,Junior,62,4,113968,2,2,4,19,2,0
471,45,Male,Married,Engineering,Junior,62,1,88334,4,3,2,31,5,0
472,43,Male,Married,Sales,Junior,81,5,89542,3,4,3,19,9,0
473,31,Male,Single,Marketing,Junior,32,8,71800,1,3,2,7,3,0
474,51,Female,Single,Sales,Senior,51,6,136296,3,3,3,22,5,0
475,22,Male,Married,Marketing,Manager,16,1,67414,3,3,2,31,7,0
476,46,Male,Married,Sales,Junior,31,8,131468,1,4,3,7,7,0
477,32,Female,Married,HR,Manager,73,0,87006,1,4,3,19,9,0
478,31,Male,Single,Marketing,Mid-Level,83,5,71883,4,2,4,30,9,0
479,28,Female,Single,Sales,Mid-Level,44,7,154098,2,1,3,28,2,1
480,47,Female,Married,Engineering,Junior,54,0,77372,3,4,4,32,9,0
481,40,Female,Single,Marketing,Mid-Level,58,1,102628,2,4,3,10,6,0
482,35,Male,Married,HR,Junior,6,5,67525,2,3,3,3,6,0
483,31,Female,Married,Sales,Senior,33,5,143451,2,1,3,7,4,0
484,36,Male,Married,Sales,Mid-Level,3,2,130235,2,4,2,22,7,0
485,23,Male,Married,HR,Senior,49,0,155492,3,1,2,44,9,0
486,22,Female,Single,Engineering,Mid-Level,56,1,113867,4,3,3,11,8,0
487,36,Male,Single,Engineering,Junior,71,8,49040,2,3,2,12,9,0
488,32,Female,Single,Sales,Mid-Level,73,2,153853,2,3,4,12,9,0
489,31,Male,Single,Engineering,Senior,19,5,110064,2,1,4,46,5,0
490,37,Female,Married,Engineering,Mid-Level,75,5,123579,4,3,4,39,7,0
491,27,Male,Single,Sales,Senior,14,3,157623,3,1,4,15,2,0
492,41,Male,Married,Engineering,Mid-Level,46,3,57642,2,3,4,39,4,0
493,40,Male,Single,Sales,Junior,80,3,154426,2,2,3,11,9,0
494,28,Male,Single,Engineering,Senior,49,7,83740,1,4,2,14,3,0
495,32,Male,Single,Marketing,Senior,22,3,82258,2,2,2,39,5,1
496,31,Female,Single,Sales,Junior,68,5,42497,2,2,2,44,8,1
497,23,Male,Single,Marketing,Junior,15,6,57846,1,3,4,33,9,0
498,33,Female,Married,HR,Mid-Level,18,3,50020,2,1,4,33,4,0
499,27,Male,Married,Engineering,Mid-Level,2,1,112724,3,3,3,48,5,0
500,25,Female,Single,Sales,Junior,6,3,121397,3,1,3,5,5,0
501,42,Male,Married,Marketing,Senior,46,4,155558,4,3,3,42,1,0
502,34,Male,Single,Sales,Manager,83,7,159034,3,1,4,23,3,1
503,29,Male,Married,Sales,Senior,78,8,125588,4,1,4,1,1,0
504,35,Female,Married,Engineering,Senior,80,0,147492,2,3,4,7,4,0
505,22,Male,Single,Sales,Manager,25,1,123488,2,4,3,31,4,0
506,29,Female,Married,HR,Mid-Level,43,5,81596,2,1,4,13,1,0
507,41,Male,Single,Sales,Junior,1,0,138471,1,3,2,15,7,0
508,31,Male,Single,Sales,Mid-Level,19,9,112771,1,4,3,46,9,0
509,38,Male,Married,Sales,Mid-Level,21,4,54316,4,3,2,46,2,0
510,38,Female,Single,Engineering,Junior,36,1,123886,1,4,2,38,9,0
511,28,Male,Married,Engineering,Junior,59,8,94959,3,2,4,20,8,0
512,26,Female,Single,Engineering,Mid-Level,71,8,150015,2,1,3,21,2,1
513,38,Female,Single,HR,Junior,64,9,141466,3,3,2,23,9,0
514,28,Male,Single,Sales,Junior,44,3,58303,1,3,3,20,5,0
515,47,Female,Single,Sales,Manager,38,2,53057,3,4,3,14,1,0
516,36,Male,Married,Engineering,Junior,52,9,73708,2,1,1,3,7,1
517,25,Female,Single,Engineering,Junior,31,5,116966,3,1,4,26,3,0
518,46,Female,Married,HR,Junior,55,8,45504,3,1,4,4,6,0
519,37,Male,Married,Sales,Senior,31,2,149942,2,2,4,34,4,0
520,49,Male,Single,Engineering,Junior,83,2,139976,3,4,4,21,9,0
521,25,Male,Single,Sales,Manager,14,1,81212,3,3,3,47,3,0
522,34,Female,Single,Marketing,Junior,66,7,60206,2,3,2,38,3,0
523,28,Male,Married,Engineering,Senior,81,2,129908,2,3,1,42,3,0
524,36,Female,Single,Engineering,Junior,37,0,41923,2,2,2,17,3,0
525,33,Male,Single,Marketing,Manager,49,8,138675,1,4,2,3,8,0
526,36,Male,Single,Sales,Junior,47,6,60806,1,2,3,16,8,0
527,37,Female,Single,Sales,Junior,67,6,143737,4,1,3,20,1,0
528,35,Female,Single,Engineering,Mid-Level,55,9,136012,3,1,4,30,2,1
529,44,Female,Single,Engineering,Mid-Level,74,8,80121,2,1,4,32,8,1
530,31,Male,Single,Sales,Mid-Level,44,3,55790,3,1,3,5,7,0
531,36,Male,Married,Engineering,Senior,45,4,124873,4,2,2,27,8,0
532,35,Female,Married,Sales,Senior,30,9,133333,1,4,3,8,6,0
533,29,Male,Single,Engineering,Senior,50,8,108961,4,3,2,26,1,1
534,32,Male,Single,Engineering,Junior,31,8,131366,1,2,3,9,9,1
535,50,Male,Single,Marketing,Senior,17,6,123467,4,2,1,37,9,0
536,43,Female,Single,Sales,Mid-Level,37,1,87342,2,3,3,10,7,0
537,44,Female,Single,Marketing,Junior,75,9,70954,2,1,2,28,4,1
538,31,Male,Married,HR,Junior,60,8,41781,3,1,3,24,5,1
539,41,Female,Married,Engineering,Mid-Level,68,9,81279,1,2,2,48,3,1
540,34,Female,Single,Engineering,Mid-Level,74,8,132717,2,2,3,24,9,1
541,26,Female,Single,Sales,Junior,1,8,86659,4,3,3,42,7,0
542,22,Female,Single,Marketing,Mid-Level,7,2,121087,1,2,4,22,8,0
543,38,Male,Single,HR,Mid-Level,54,9,61541,2,4,4,13,5,0
544,40,Female,Single,Sales,Junior,77,8,40364,1,1,4,43,1,1
545,31,Male,Divorced,Engineering,Junior,61,0,85920,1,2,4,49,2,0
546,28,Male,Married,Marketing,Mid-Level,64,1,81252,1,1,4,31,6,0
547,26,Female,Married,Engineering,Junior,50,2,99006,1,3,3,5,8,0
548,29,Male,Single,Sales,Senior,39,5,93497,2,1,4,32,9,0
549,33,Female,Single,Sales,Senior,15,6,85867,3,3,4,3,3,0
550,33,Female,Single,Marketing,Senior,37,5,86958,3,4,3,23,9,0
551,36,Female,Married,Sales,Mid-Level,78,7,126112,1,1,4,32,3,1
552,35,Female,Single,Marketing,Junior,18,8,82595,2,1,3,14,4,1
553,26,Female,Married,Sales,Mid-Level,50,5,41102,1,4,2,33,5,0
554,31,Male,Married,HR,Junior,5,6,125347,4,1,4,39,2,0
555,25,Male,Married,Engineering,Junior,4,0,106775,4,2,3,6,1,0
556,26,Female,Married,Marketing,Senior,42,9,128136,1,1,3,38,5,1
557,40,Male,Single,Sales,Senior,3,5,42621,1,1,2,48,5,1
558,24,Female,Married,Engineering,Senior,2,9,48555,4,1,2,29,3,1
559,36,Male,Single,Engineering,Senior,29,6,107587,3,1,2,7,7,0
560,32,Male,Single,Sales,Junior,53,8,112832,4,3,3,38,1,0
561,41,Male,Married,Engineering,Junior,7,0,80110,3,2,3,10,9,0
562,41,Male,Single,Sales,Junior,52,1,79469,3,3,1,3,6,0
563,28,Male,Married,Engineering,Mid-Level,63,8,41827,1,3,3,26,6,1
564,31,Female,Married,Marketing,Junior,58,1,74037,3,2,3,10,9,0
565,29,Female,Married,Engineering,Junior,33,0,136492,2,2,1,30,2,1
566,34,Male,Married,Engineering,Junior,77,3,84242,1,2,4,26,5,0
567,23,Male,Single,HR,Junior,53,2,145036,4,2,3,44,7,0
568,41,Female,Married,Marketing,Senior,62,0,71416,4,2,4,27,2,0
569,45,Female,Married,HR,Mid-Level,51,7,100298,3,4,3,21,6,0
570,42,Female,Single,Marketing,Mid-Level,61,5,157643,4,2,3,31,5,0
571,35,Female,Single,HR,Mid-Level,19,6,108388,2,3,2,45,9,0
572,32,Female,Married,Sales,Junior,68,7,86392,2,4,4,6,7,0
573,29,Female,Married,Sales,Senior,57,9,50347,4,2,2,18,4,0
574,34,Male,Single,Marketing,Junior,12,2,150463,3,3,2,39,8,0
575,27,Female,Married,Marketing,Junior,52,0,83123,1,4,3,23,7,0
576,33,Female,Single,Sales,Mid-Level,66,3,58732,1,4,3,49,3,0
577,55,Female,Single,HR,Junior,80,6,60246,2,1,2,48,2,1
578,37,Female,Single,Sales,Junior,44,4,99112,4,1,1,1,4,0
579,33,Female,Single,Engineering,Mid-Level,68,6,155519,2,2,3,15,3,0
580,26,Female,Married,Sales,Junior,35,7,112450,3,2,3,12,3,0
581,31,Male,Single,Marketing,Junior,61,6,54738,2,3,3,43,5,0
582,50,Female,Divorced,Sales,Senior,37,0,79948,2,3,4,30,9,0
583,40,Female,Single,Engineering,Manager,51,6,72457,3,2,4,38,2,0
584,39,Male,Single,Sales,Manager,24,6,46039,3,2,4,33,5,0
585,39,Male,Single,Engineering,Junior,12,1,142716,2,4,4,42,2,0
586,32,Female,Married,Sales,Mid-Level,16,1,65945,1,4,4,40,8,0
587,34,Male,Married,Marketing,Junior,51,1,93875,3,4,4,40,2,0
588,43,Male,Married,Engineering,Mid-Level,71,3,134304,3,1,4,32,7,0
589,39,Female,Married,Sales,Senior,37,6,98560,3,4,3,30,4,0
590,27,Male,Married,Engineering,Junior,47,9,88862,1,2,3,37,3,1
591,37,Female,Single,Sales,Senior,67,4,88849,1,3,3,10,9,0
592,49,Female,Married,Marketing,Junior,24,8,159026,2,2,3,40,2,1
593,30,Male,Single,Marketing,Junior,78,5,112117,3,2,1,10,8,0
594,22,Male,Single,HR,Manager,14,1,99635,3,4,3,25,1,0
595,43,Female,Married,Engineering,Junior,48,6,120032,2,1,4,14,8,0
596,22,Female,Married,Marketing,Senior,22,4,87598,3,3,3,20,1,0
597,24,Female,Married,Engineering,Junior,51,3,90775,1,2,2,20,9,0
598,44,Female,Married,Sales,Manager,9,1,80979,2,2,3,2,6,0
599,36,Female,Divorced,Sales,Senior,60,8,99847,2,1,4,41,7,0
600,40,Female,Married,Engineering,Junior,16,7,40362,1,4,3,34,8,0
601,41,Male,Married,Engineering,Senior,1,3,149702,2,3,4,46,3,0
602,39,Male,Single,Sales,Junior,77,6,149081,2,4,2,33,2,0
603,29,Female,Married,HR,Mid-Level,5,5,61523,3,4,1,17,7,0
604,38,Male,Divorced,Marketing,Mid-Level,77,8,111921,4,1,3,33,9,1
605,39,Male,Single,Marketing,Senior,1,9,150836,3,1,4,37,2,1
606,31,Male,Married,Engineering,Junior,26,1,72824,3,2,1,27,5,0
607,34,Female,Divorced,Engineering,Junior,58,0,145747,3,3,2,32,8,0
608,27,Female,Single,Engineering,Manager,2,2,108398,4,3,4,6,6,0
609,37,Male,Married,Engineering,Mid-Level,5,9,73532,3,2,4,47,7,0
610,35,Female,Married,Engineering,Junior,76,2,139952,3,2,1,2,8,0
611,27,Male,Married,Engineering,Mid-Level,52,7,47200,3,4,4,30,4,0
612,36,Female,Married,Sales,Senior,72,1,139119,2,4,4,37,7,0
613,34,Female,Divorced,Engineering,Mid-Level,25,9,59814,1,2,3,15,9,1
614,38,Male,Single,Engineering,Senior,34,3,107456,2,2,2,23,7,0
615,27,Male,Single,Engineering,Junior,20,2,42499,2,4,3,22,2,0
616,31,Male,Single,Sales,Junior,45,4,84229,3,2,3,28,7,0
617,51,Female,Divorced,Sales,Mid-Level,52,2,126239,4,2,4,45,9,0
618,41,Female,Married,Marketing,Junior,41,4,106718,4,3,4,48,6,0
619,47,Male,Single,Engineering,Mid-Level,47,7,149413,4,1,3,5,3,0
620,22,Male,Single,Sales,Senior,71,5,109732,3,3,4,12,3,0
621,31,Male,Married,Engineering,Junior,1,1,40748,3,3,2,26,1,0
622,22,Male,Married,Sales,Junior,59,2,122548,2,1,4,2,3,0
623,38,Male,Single,Engineering,Manager,63,5,118298,2,1,4,34,6,0
624,26,Male,Married,Sales,Mid-Level,9,5,103645,3,3,3,29,2,0
625,22,Male,Single,Engineering,Senior,11,9,104033,2,4,2,39,2,0
626,22,Male,Married,Engineering,Mid-Level,22,7,154700,4,3,4,49,9,0
627,26,Male,Divorced,Marketing,Senior,76,3,143083,2,3,2,42,4,0
628,44,Female,Married,Engineering,Junior,28,2,130749,2,4,2,41,5,0
629,35,Male,Married,HR,Junior,72,2,61918,4,2,3,30,6,0
630,22,Male,Single,HR,Junior,83,1,79449,1,3,3,20,3,0
631,34,Male,Married,Sales,Manager,10,4,57070,3,2,4,14,4,0
632,30,Male,Married,HR,Junior,62,5,116366,1,2,2,45,7,1
633,41,Male,Divorced,Marketing,Manager,69,1,87330,2,3,3,23,6,0
634,45,Female,Married,Sales,Junior,62,9,53225,4,3,3,3,6,0
635,36,Female,Married,Engineering,Mid-Level,60,0,155556,3,3,2,22,3,0
636,34,Male,Married,HR,Junior,29,3,148834,2,4,4,13,6,0
637,38,Male,Single,Engineering,Junior,25,6,125418,4,2,2,20,6,0
638,26,Male,Married,HR,Mid-Level,48,9,132979,4,2,3,40,5,0
639,26,Male,Married,HR,Junior,22,9,71124,4,3,3,40,2,0
640,39,Male,Married,Sales,Junior,75,9,146277,2,1,3,37,8,1
641,43,Male,Divorced,Engineering,Mid-Level,74,2,87321,1,4,2,5,5,0
642,26,Female,Married,Sales,Mid-Level,37,4,117656,2,3,4,48,4,0
643,30,Female,Single,Marketing,Mid-Level,62,4,102640,2,2,4,46,3,0
644,31,Male,Married,Engineering,Mid-Level,41,0,83178,2,2,2,30,7,0
645,24,Female,Married,Engineering,Mid-Level,9,8,63207,3,2,1,30,3,1
646,39,Male,Married,Engineering,Junior,46,3,44320,4,2,4,32,2,0
647,35,Female,Single,Sales,Senior,82,5,80304,4,2,2,12,2,0
648,34,Male,Married,Engineering,Mid-Level,11,5,96340,4,4,4,9,6,0
649,25,Male,Married,HR,Junior,41,0,139826,3,4,3,32,4,0
650,38,Male,Single,Engineering,Junior,30,2,130461,2,1,2,14,6,0
651,44,Male,Single,Sales,Senior,2,9,106183,1,4,2,20,8,1
652,33,Female,Married,Engineering,Senior,61,6,102601,1,4,3,3,4,0
653,22,Female,Married,Marketing,Senior,67,2,122400,2,1,4,38,1,0
654,43,Female,Single,Sales,Junior,80,7,57232,2,3,3,16,6,0
655,28,Male,Single,Sales,Senior,61,1,55434,4,2,2,49,6,0
656,42,Female,Married,HR,Manager,55,4,97234,1,3,4,35,1,0
657,37,Female,Married,Engineering,Junior,66,7,133873,3,4,3,41,8,0
658,33,Female,Single,Sales,Manager,19,7,139930,2,2,4,25,8,0
659,35,Male,Married,Engineering,Manager,77,2,115900,1,4,1,38,6,0
660,33,Female,Married,Sales,Senior,63,2,60417,1,2,3,35,9,0
661,44,Female,Married,Engineering,Senior,66,9,121432,1,4,2,17,7,0
662,40,Female,Single,Sales,Mid-Level,30,3,75149,4,4,3,22,8,0
663,39,Male,Single,Marketing,Mid-Level,58,4,86754,1,3,4,6,3,0
664,28,Male,Single,Engineering,Junior,54,1,79121,3,2,3,41,4,0
665,31,Female,Married,Marketing,Mid-Level,81,5,132809,3,3,4,31,4,0
666,24,Female,Married,Marketing,Manager,24,1,126654,3,1,1,3,8,0
667,32,Female,Divorced,Sales,Junior,25,1,97497,1,2,3,34,6,0
668,38,Male,Single,Engineering,Junior,44,8,75130,1,3,3,36,8,0
669,32,Male,Divorced,Engineering,Mid-Level,72,6,122260,3,1,4,6,9,0
670,50,Male,Married,Marketing,Senior,4,0,132544,4,4,2,20,9,0
671,45,Female,Married,Engineering,Mid-Level,83,2,102695,4,1,4,42,3,0
672,33,Male,Married,HR,Junior,49,2,75164,3,1,4,14,9,0
673,32,Female,Single,Sales,Junior,31,4,120253,3,4,3,21,1,0
674,40,Male,Married,Engineering,Junior,7,6,52024,4,2,2,30,7,0
675,37,Male,Divorced,Engineering,Junior,65,3,113033,1,1,2,7,3,0
676,37,Female,Married,Engineering,Senior,18,7,130304,3,4,4,8,3,0
677,42,Male,Single,Sales,Senior,73,1,132095,2,2,4,14,1,0
678,40,Female,Single,Engineering,Junior,19,5,96751,1,3,4,38,6,0
679,40,Female,Single,Sales,Junior,1,1,95637,2,1,2,41,8,0
680,28,Female,Married,Marketing,Junior,41,4,142227,3,4,3,32,1,0
681,32,Male,Married,Engineering,Junior,46,1,49692,1,1,1,5,4,0
682,30,Female,Married,Marketing,Junior,31,7,149984,4,4,2,9,2,0
683,36,Female,Single,Marketing,Junior,27,9,133274,1,3,4,47,6,1
684,22,Female,Divorced,Sales,Senior,82,0,157331,1,3,4,12,4,0
685,34,Male,Divorced,Engineering,Junior,51,0,124142,4,4,2,34,9,0
686,44,Male,Single,HR,Junior,66,2,149512,1,3,4,33,6,0
687,30,Female,Divorced,Engineering,Junior,34,8,117352,3,2,3,37,6,0
688,42,Female,Married,Marketing,Manager,60,0,109918,3,2,3,48,3,0
689,35,Male,Single,Marketing,Mid-Level,9,8,40921,2,3,2,38,4,1
690,36,Female,Married,Engineering,Mid-Level,74,1,77939,4,4,1,7,7,0
691,38,Female,Single,Engineering,Senior,32,4,134278,3,3,1,16,4,0
692,22,Female,Single,Sales,Mid-Level,12,3,155579,1,1,4,49,5,0
693,28,Female,Married,Sales,Junior,3,3,41820,4,2,4,1,9,0
694,34,Female,Divorced,Sales,Junior,17,1,151073,4,2,4,1,1,0
695,37,Female,Single,Engineering,Junior,59,9,74716,1,1,3,36,2,1
696,50,Male,Married,Marketing,Mid-Level,55,7,157232,4,3,2,26,1,0
697,33,Male,Married,Engineering,Junior,27,1,81064,3,3,3,15,2,0
698,29,Female,Divorced,Sales,Junior,27,0,60210,3,3,4,19,4,0
699,30,Female,Married,Engineering,Junior,29,8,131874,3,2,4,21,2,0
700,38,Male,Single,Marketing,Senior,69,7,142173,2,1,3,7,5,1
701,40,Female,Divorced,Marketing,Mid-Level,79,8,88024,1,4,3,14,5,0
702,39,Female,Single,Sales,Junior,21,6,106808,1,4,2,41,9,0
703,27,Male,Married,Engineering,Manager,73,3,114468,3,1,2,17,8,0
704,23,Male,Single,Engineering,Mid-Level,10,0,73271,4,3,4,12,6,0
705,28,Female,Single,Sales,Junior,10,4,45786,3,2,3,25,6,0
706,27,Female,Single,Sales,Junior,12,2,58536,2,3,1,27,6,0
707,48,Male,Single,Sales,Senior,33,1,45213,4,1,3,5,1,0
708,43,Female,Married,Marketing,Junior,51,8,54861,3,3,4,24,4,0
709,36,Female,Married,Marketing,Junior,68,4,91253,4,2,4,44,1,0
710,24,Female,Single,Sales,Senior,8,0,122458,1,2,3,44,6,0
711,36,Male,Single,Engineering,Manager,68,5,51245,2,4,1,49,2,0
712,43,Female,Divorced,Marketing,Mid-Level,51,3,117307,4,1,2,25,7,0
713,24,Male,Single,Sales,Junior,27,0,127956,1,2,3,3,1,0
714,37,Female,Single,Marketing,Mid-Level,19,5,83533,2,4,3,47,4,0
715,33,Male,Married,Marketing,Mid-Level,35,8,112360,2,1,3,39,8,1
716,42,Male,Single,Engineering,Senior,83,5,112917,2,4,3,24,1,0
717,45,Male,Single,Engineering,Mid-Level,23,6,112533,4,4,3,44,6,0
718,30,Female,Single,Sales,Junior,48,1,118642,2,2,3,24,5,0
